,GMAT,GPA,AGE,Stanford,Wharton,Tuck,Kellogg,Columbia,Duke,Michigan,Harvard,INSEAD,Booth,Yale,NYU,Sloan,Berkeley,Cornell,UCLA,UNIVERSITY_Tier 1,UNIVERSITY_Tier 2,UNIVERSITY_Tier 3,MAJOR_Business,MAJOR_Economics,MAJOR_Engineering,MAJOR_International Studies,GENDER_Female,GENDER_MALE,RACE_Asian,RACE_Black
204,690.0,2.96,3.6,12.5,37.5,,40.0,,50.0,,25.0,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0
205,730.0,3.47,3.0,25.0,35.0,42.5,42.5,35.0,,,30.0,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
206,710.0,3.71,100.0,35.0,45.0,,50.0,50.0,,60.0,40.0,,50.0,,,,,,,0,0,1,1,0,0,0,0,0,1,0
207,730.0,3.05,27.0,,,25.0,30.0,,,40.0,,45.0,30.0,,,15.0,40.0,,,0,0,1,0,0,1,0,0,1,1,0
208,700.0,3.9,30.0,20.0,35.0,35.0,45.0,35.0,,,30.0,,,45.0,,,,,,0,0,1,0,0,0,0,1,0,1,0
209,710.0,3.0,26.0,10.0,,,,20.0,,,15.0,,,,30.0,,,,,0,0,1,0,1,0,0,1,0,1,0
210,700.0,3.33,1.0,20.0,35.0,,,,,,25.0,,35.0,35.0,,20.0,,,,0,0,1,0,0,0,0,0,0,1,0
211,720.0,3.8,2008.0,35.0,,,,,,,40.0,,,50.0,,,50.0,,,0,0,1,0,0,0,1,1,0,1,0
212,760.0,3.5,25.0,30.0,,,,,,,40.0,,,,,60.0,60.0,,60.0,0,0,1,0,0,0,0,0,1,1,0
213,730.0,3.24,26.0,,,,35.0,20.0,,40.0,,,,,35.0,,,45.0,40.0,0,0,1,0,0,0,0,0,1,1,0
214,700.0,3.0,2.0,,10.0,,,,,,,20.0,,15.0,,,,,,0,0,1,0,1,0,0,0,1,1,0
215,670.0,3.4,500.0,,,,,,60.0,,,,,,,,,,,0,0,1,0,0,1,0,0,1,1,0
216,740.0,4.0,5.0,,35.0,,40.0,40.0,,,22.5,,40.0,,,,,,,0,0,1,0,0,0,0,0,0,1,0
217,690.0,3.3,24.0,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,0
218,740.0,3.1,26.0,,22.5,32.5,35.0,25.0,,,,,30.0,,,20.0,40.0,,,0,0,1,0,1,0,0,0,1,1,0
219,750.0,10.0,4.0,10.0,35.0,,,,,,20.0,60.0,35.0,,,,,,,0,0,1,0,0,0,0,1,0,1,0
220,700.0,3.67,27.0,20.0,35.0,50.0,,50.0,,,20.0,,50.0,50.0,,,40.0,,50.0,0,0,1,0,1,0,0,1,0,1,0
221,710.0,3.69,25.0,25.0,40.0,,50.0,50.0,,,35.0,,,,,45.0,,,,1,0,0,0,0,0,0,1,0,1,0
222,690.0,3.3,28.0,,,,40.0,30.0,,50.0,,,40.0,,,,,,,0,0,1,0,1,0,0,0,1,1,0
223,700.0,3.95,2008.0,,30.0,,45.0,,,,,,45.0,,,,,,,0,0,1,0,0,0,0,0,0,1,0
224,700.0,2.9,25.0,,,,,15.0,,,,,,,,,25.0,,,0,0,1,1,0,0,0,1,0,1,0
225,750.0,3.43,25.0,,,,,,,,50.0,,,,,,60.0,,,0,0,1,0,0,1,0,1,0,1,0
226,730.0,3.12,26.0,5.0,20.0,,35.0,25.0,,,15.0,,25.0,,,20.0,35.0,,,1,0,0,0,1,0,0,0,1,1,0
227,,3.3,24.0,10.0,,,45.0,,,,15.0,45.0,,35.0,,,,,,0,0,1,0,0,1,0,0,0,1,0
228,730.0,3.55,24.0,25.0,45.0,,50.0,,,,37.5,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0
229,730.0,3.17,25.0,,37.5,45.0,45.0,,,65.0,30.0,,,,,45.0,,,,0,0,1,0,0,1,0,0,1,0,1
230,740.0,3.55,400.0,25.0,40.0,,,50.0,,,35.0,,50.0,,,45.0,,,,1,0,0,0,0,0,0,0,1,1,0
231,,3.7,29.0,25.0,,,,,,,,,50.0,,,,,,,1,0,0,0,0,0,0,1,0,1,0
232,750.0,3.45,25.0,25.0,,,,50.0,,,35.0,,,,,,50.0,,,0,0,1,0,1,0,0,0,1,1,0
233,800.0,3.67,4.0,,,20.0,35.0,,,,,,,20.0,,,40.0,,,0,0,1,0,0,0,0,0,1,1,0
234,770.0,3.9,50.0,30.0,50.0,,,,,,45.0,,,,,,,,,0,0,1,0,0,1,0,0,1,1,0
235,740.0,3.5,27.0,20.0,40.0,,,,,,30.0,,,,,,,,,0,0,1,0,0,1,0,0,1,1,0
236,700.0,3.75,25.0,,,,50.0,45.0,50.0,,,,,,,45.0,,,50.0,0,0,1,0,1,0,0,1,0,1,0
237,700.0,3.9,4.0,,,40.0,40.0,,50.0,40.0,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0
238,720.0,3.5,24.0,35.0,,,50.0,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0
239,720.0,3.6,18.0,10.0,,,,,,,27.5,,,,,,35.0,,,0,0,1,0,0,1,0,0,1,1,0
240,700.0,3.7,26.0,,,,40.0,,50.0,,,,,,,35.0,,,,0,0,1,0,0,1,0,0,1,1,0
241,730.0,3.65,1.0,,,,,,,,45.0,,,,,50.0,,,,0,0,1,0,0,1,0,0,0,1,0
242,700.0,3.47,24.0,,15.0,30.0,35.0,30.0,40.0,,10.0,,30.0,25.0,,,,,,0,0,1,0,1,0,0,0,1,1,0
243,700.0,3.33,29.0,25.0,30.0,35.0,,35.0,,,30.0,,35.0,,,,,,,0,0,1,1,0,0,0,0,1,1,0
244,720.0,3.65,27.0,,,45.0,45.0,,,,,,,,,30.0,30.0,,50.0,0,0,1,1,0,0,0,0,1,1,0
245,710.0,3.7,25.0,10.0,32.5,45.0,,,,,20.0,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0
246,650.0,3.5,90.0,,,,40.0,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,0
247,780.0,3.5,2.0,15.0,50.0,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,1,0
248,650.0,3.5,28.0,10.0,,20.0,,,,,17.5,45.0,,,,,20.0,,,0,0,1,1,0,0,0,0,1,1,0
